question_text,question_topic
"Do you offer email tracking on items that are returned? I've had some issues with other companies when it comes to things getting lost during the return process and just want to make sure I'm in the loop. Will I get any sort of email alert when the refund is processed back onto a credit card? I'm looking at the CX1200 Car Subwoofer, but I can be entirely sure it's right for me until I actually get it.",Returns & Refunds
"I'm not sure if you can answer this, but do you know if your store on East First St in Vidalia, GA has free parking out front?",Omnichannel
"Do you offer email tracking on items that are returned? I've had some issues with other companies when it comes to things getting lost during the return process and just want to make sure I'm in the loop. Will I get any sort of email alert when the refund is processed back onto a credit card? I'm looking at the Sleeveless Strap Metallic Dress (8875510), but I can be entirely sure it's right for me until I actually get it.",Returns & Refunds
I'm not sure which flavor of protein powder I want to get. Would I be able to order two and try both and then return the one I like less? Do you charge any kind of re-stocking fees on returns?,Returns & Refunds
"Do you offer email tracking on items that are returned? I've had some issues with other companies when it comes to things getting lost during the return process and just want to make sure I'm in the loop. Will I get any sort of email alert when the refund is processed back onto a credit card? I'm looking at the Ganni sequined tulle dress size DK38 which is Product Code: 840215, but I can be entirely sure it's right for me until I actually get it.",Returns & Refunds
"Is there a Kate Spade store close to Tusclaloosa, AL?",Omnichannel
Do you know if all your stores typically have blu-rays and DVDs on display to look at?,Omnichannel
"Is there a Coach store close to Tusclaloosa, AL?",Omnichannel
"Is there a Hollister close to Tusclaloosa, AL?",Omnichannel
Do your store locations typically have a sexual health department like the one on your website?,Omnichannel
"What's the difference in size between the Madeira Cutting Board, which is SKU:  2761328, and the John Boos Walnut Cutting Board, which is SKU:  866186?",Product Comparison
"Could you tell me which shoes are lighter- the Converse Low Tops in a size 10, which are WEB ITEM: 135268, or the Superga Cotu Sneakers in a size 10, which are WEB ITEM: 98617?",Product Comparison
"Could you tell me which shoes are lighter- the Kick Sneakers in a size 7, which are style # s287686tx, or the Decker Too Sneakers size 7, which are style # s287704be?",Product Comparison
"Which protein bar has more protein per serving- the Power Crunch chocolate protein bar, which is SKU #: 644225722837, or the Baked Chewy chocolate protein bars, which are SKU #: 853522000382?",Product Comparison
"I'm looking for men's cold weather gloves, do you have any available on your site? I'd probably need an XL.",Product Availability
Which protein bar has more protein per serving- the Combat Crunch Bars in cookie dough or the Opti-Bar also in cookie dough?,Product Comparison
"Which protein bar has more protein per serving- the FitJoy iced brownie protein bars, which are Item #: 161096, or the Bhu Fit dark chocolate chip protein bars, which are Item #: 155071?",Product Comparison
"Could you tell me which shoes are lighter- the Keds Chukka Sneakers in a size 6.5, which are WEB ITEM: 129445, or the Keds Canvas Sneakers size 6.5, which are WEB ITEM: 129450?",Product Comparison
"Which book is better for a young seven year old boy to read- The Legend of Rock Paper Scissors by Drew Daywalt, which is 
ISBN-13:9780062438898, or Middle School: Escape to Australia by James Patterson, which is ISBN-13:9780316272629?",Product Comparison
"Which protein bar has more protein per serving- the cookies and cream FitCrunch protein bars, which are Item #507503, or the chocolate peanut butter MuscleTech protein bars, which are Item #403732?",Product Comparison
"Are the Sweater Combo Top, Item Number #239538, and the Metallic Stripe Sweater, Item Number #237598, made with natural materials?",Product Comparison
"Could you tell me which shoes are lighter- the C203 Sneakers in a size 8, which are STYLE NO. Q9136, or the C213 size 8, which are STYLE NO. Q9125?",Product Comparison
"I really like both the Chatelaine Stud Earrings, #E12792D8WAPRDI, and the Confetti Stud Earrings, #E12165 SSABTIB. However, I would like stud earrings that are a bright coral color. Is that an option for either of these?",Product Comparison
Do you have any vinyl record players with a built-in speaker system?,Product Availability
Do you have any vinyl record players with a built-in speaker system?,Product Availability
"Which protein bar has more protein per serving- the QuestBar protein bar in double chocolate, which is Item: QST042 or the Power Crunch protein bar in triple chocolate, which is Item: BNR005?",Product Comparison
"Looking at both the Camouflage concealer #3605971281860 and the Complete Coverage concealer #3605975005233, is there one that would better cover dark circles? That would be ideal!",Product Comparison
"Could you tell me which shoes are lighter- the Gatas Slip-ons in a size 7.5, which are Item #481519AH4, or the Bungee Ballet Flats size 7.5, which are Item #459831AH5?",Product Comparison
"Both the Dewalt Oscillating Tool Kit Item # 492891 and the Rockwell Oscillating Tool Kit Item # 571000 look like great tools. Which one has a longer cord? I would rather not need to use an extension. Also, do both of these come with sanding pad included, or would I need to buy those separately?",Product Comparison
